query_id,query,claim_id,claim_text,evidence_ids,evidence_text,msa_M,msa_S,msa_A,support_label,citation_correct,annotator_notes
p08,How does RLHF shape the behavior of instruction-tuned language models?,p08_c12,Some sources indicate that 3.,arxiv:2404.08555v2,"State-of-the-art large language models (LLMs) have become indispensable tools for various tasks. However, training LLMs to serve as effective assistants for humans requires careful consideration. A promising approach is reinforcement learning from human feedback (RLHF), which leverages human feedback to update the model in accordance with human preferences and mitigate issues like toxicity and hallucinations. Yet, an understanding of RLHF for LLMs is largely entangled with initial design choices that popularized the method and current research focuses on augmenting those choices rather than fundamentally improving the framework. In this paper, we analyze RLHF through the lens of reinforcement learning principles to develop an understanding of its fundamentals, dedicating substantial focus to the core component of RLHF -- the reward model. Our study investigates modeling choices, caveats of function approximation, and their implications on RLHF training algorithms, highlighting the underlying assumptions made about the expressivity of reward. Our analysis improves the understanding of the role of reward models and methods for their training, concurrently revealing limitations of the current methodology. We characterize these limitations, including incorrect generalization, model misspecification, and the sparsity of feedback, along with their impact on the performance of a language model. The discussion and analysis are substantiated by a categorical review of current literature, serving as a reference for researchers and practitioners to understand the challenges of RLHF and build upon existing efforts.",0.0,0.0,0.25,unsupported,,
p08,How does RLHF shape the behavior of instruction-tuned language models?,p08_c13,"Reportedly, **Generalization Across Tasks**: RLHF enables models to generalize better to tasks that were not explicitly included in their training data, allowing them to perform effectively in a wider range of scenarios .",uploaded:idx7,"lower performance on certain tasks that we may care about. We can greatly reduce the performance
regressions on these datasets by mixing PPO updates with updates that increase the log likelihood of
the pretraining distribution (PPO-ptx), without compromising labeler preference scores. Our models generalize to the preferences of “held-out” labelers that did not produce any train-
ing data. To test the generalization of our models, we conduct a preliminary experiment with
held-out labelers, and ﬁnd that they prefer InstructGPT outputs to outputs from GPT-3 at about the
same rate as our training labelers. However, more work is needed to study how these models perform
on broader groups of users, and how they perform on inputs where humans disagree about the desired
behavior. Public NLP datasets are not reﬂective of how our language models are used. We compare
GPT-3 ﬁne-tuned on our human preference data (i.e. InstructGPT) to GPT-3 ﬁne-tuned on two
different compilations of public NLP tasks: the FLAN (Wei et al., 2021) and T0 (Sanh et al., 2021)
(in particular, the T0++ variant). These datasets consist of a variety of NLP tasks, combined with
natural language instructions for each task. On our API prompt distribution, our FLAN and T0
models perform slightly worse than our SFT baseline, and labelers signiﬁcantly prefer InstructGPT
to these models (InstructGPT has a 73.4 2%winrate vs. our baseline, compared to 26.8 2%and
29.82%for our version of T0 and FLAN, respectively). InstructGPT models show promising generalization to instructions outside of the RLHF ﬁne-
tuning distribution. We qualitatively probe InstructGPT’s capabilities, and ﬁnd that it is able to
follow instructions for summarizing code, answer questions about code, and sometimes follows
instructions in different languages, despite these instructions being very rare in the ﬁne-tuning
distribution. In contrast, GPT-3 can perform these tasks but requires more careful prompting, and
does not usually follow instructions in these domains. This result is exciting because it suggests that
our models are able to generalize the notion of “following instructions.” They retain some alignment
even on tasks for which they get very little direct supervision signal. InstructGPT still makes simple mistakes. For example, InstructGPT can still fail to follow
instructions, make up facts, give long hedging answers to simple questions, or fail to detect instructions
with false premises. Overall, our results indicate that ﬁne-tuning large language models using human preferences signiﬁ-
cantly improves their behavior on a wide range of tasks, though much work remains to be done to
improve their safety and reliability. The rest of this paper is structured as follows: We ﬁrst detail related work in Section 2, before diving
into our method and experiment details in Section 3, including our high-level methodology (3.1), task
and dataset details (3.3 and 3.2), human data collection (3.4), how we trained our models (3.5), and
our evaluation procedure (3.6). We then present our results in Section 4, divided into three parts:
results on the API prompt distribution (4.1), results on public NLP datasets (4.2), and qualitative
results (4.3). Finally we give an extended discussion of our work in Section 5, including implications
for alignment research (5.1), what we are aligning to (5.2), limitations (5.3), open questions (5.4),
and broader impacts of this work (5.5). 2 Related work
Research on alignment and learning from human feedback. We build on previous techniques
to align models with human intentions, particularly reinforcement learning from human feed-
back (RLHF). Originally developed for training simple robots in simulated environments and Atari
games (Christiano et al., 2017; Ibarz et al., 2018), it has recently been applied to ﬁne-tuning language
models to summarize text (Ziegler et al., 2019; Stiennon et al., 2020; Böhm et al., 2019; Wu et al.,
2021).

This work is in turn inﬂuenced by similar work using human feedback as a reward in domains
such as dialogue (Jaques et al., 2019; Yi et al., 2019; Hancock et al., 2019), translation (Kreutzer et al.,
2018; Bahdanau et al., 2016), semantic parsing (Lawrence and Riezler, 2018), story generation (Zhou
and Xu, 2020), review generation (Cho et al., 2018), and evidence extraction (Perez et al., 2019). Madaan et al. (2022) use written human feedback to augment prompts and improve the performance
of GPT-3. There has also been work on aligning agents in text-based environments using RL with
4",0.15,0.0,1.0,unsupported,,
p08,How does RLHF shape the behavior of instruction-tuned language models?,p08_c14,"It is suggested that ## Supporting Examples - The **ICE-GRT** model, which utilizes RLHF, demonstrates enhanced performance in domain-specific tasks without sacrificing general capabilities, showcasing the versatility of RLHF in tuning models for specialized applications .",uploaded:idx7,"lower performance on certain tasks that we may care about. We can greatly reduce the performance
regressions on these datasets by mixing PPO updates with updates that increase the log likelihood of
the pretraining distribution (PPO-ptx), without compromising labeler preference scores. Our models generalize to the preferences of “held-out” labelers that did not produce any train-
ing data. To test the generalization of our models, we conduct a preliminary experiment with
held-out labelers, and ﬁnd that they prefer InstructGPT outputs to outputs from GPT-3 at about the
same rate as our training labelers. However, more work is needed to study how these models perform
on broader groups of users, and how they perform on inputs where humans disagree about the desired
behavior. Public NLP datasets are not reﬂective of how our language models are used. We compare
GPT-3 ﬁne-tuned on our human preference data (i.e. InstructGPT) to GPT-3 ﬁne-tuned on two
different compilations of public NLP tasks: the FLAN (Wei et al., 2021) and T0 (Sanh et al., 2021)
(in particular, the T0++ variant). These datasets consist of a variety of NLP tasks, combined with
natural language instructions for each task. On our API prompt distribution, our FLAN and T0
models perform slightly worse than our SFT baseline, and labelers signiﬁcantly prefer InstructGPT
to these models (InstructGPT has a 73.4 2%winrate vs. our baseline, compared to 26.8 2%and
29.82%for our version of T0 and FLAN, respectively). InstructGPT models show promising generalization to instructions outside of the RLHF ﬁne-
tuning distribution. We qualitatively probe InstructGPT’s capabilities, and ﬁnd that it is able to
follow instructions for summarizing code, answer questions about code, and sometimes follows
instructions in different languages, despite these instructions being very rare in the ﬁne-tuning
distribution. In contrast, GPT-3 can perform these tasks but requires more careful prompting, and
does not usually follow instructions in these domains. This result is exciting because it suggests that
our models are able to generalize the notion of “following instructions.” They retain some alignment
even on tasks for which they get very little direct supervision signal. InstructGPT still makes simple mistakes. For example, InstructGPT can still fail to follow
instructions, make up facts, give long hedging answers to simple questions, or fail to detect instructions
with false premises. Overall, our results indicate that ﬁne-tuning large language models using human preferences signiﬁ-
cantly improves their behavior on a wide range of tasks, though much work remains to be done to
improve their safety and reliability. The rest of this paper is structured as follows: We ﬁrst detail related work in Section 2, before diving
into our method and experiment details in Section 3, including our high-level methodology (3.1), task
and dataset details (3.3 and 3.2), human data collection (3.4), how we trained our models (3.5), and
our evaluation procedure (3.6). We then present our results in Section 4, divided into three parts:
results on the API prompt distribution (4.1), results on public NLP datasets (4.2), and qualitative
results (4.3). Finally we give an extended discussion of our work in Section 5, including implications
for alignment research (5.1), what we are aligning to (5.2), limitations (5.3), open questions (5.4),
and broader impacts of this work (5.5). 2 Related work
Research on alignment and learning from human feedback. We build on previous techniques
to align models with human intentions, particularly reinforcement learning from human feed-
back (RLHF). Originally developed for training simple robots in simulated environments and Atari
games (Christiano et al., 2017; Ibarz et al., 2018), it has recently been applied to ﬁne-tuning language
models to summarize text (Ziegler et al., 2019; Stiennon et al., 2020; Böhm et al., 2019; Wu et al.,
2021).

This work is in turn inﬂuenced by similar work using human feedback as a reward in domains
such as dialogue (Jaques et al., 2019; Yi et al., 2019; Hancock et al., 2019), translation (Kreutzer et al.,
2018; Bahdanau et al., 2016), semantic parsing (Lawrence and Riezler, 2018), story generation (Zhou
and Xu, 2020), review generation (Cho et al., 2018), and evidence extraction (Perez et al., 2019). Madaan et al. (2022) use written human feedback to augment prompts and improve the performance
of GPT-3. There has also been work on aligning agents in text-based environments using RL with
4",0.1,0.0,1.0,unsupported,,
p08,How does RLHF shape the behavior of instruction-tuned language models?,p08_c15,"According to the retrieved evidence, - The **Direct Preference Heads (DPH)** framework allows models to learn human preferences without directly altering the output distribution, thereby maintaining the integrity of the language modeling head while still benefiting from RLHF .",semanticscholar:798ece3c5491f613e5368bd2d818476a64b88905,"The emergence of Large Language Models (LLMs) such as ChatGPT and LLaMA encounter limitations in domain-specific tasks, with these models often lacking depth and accuracy in specialized areas, and exhibiting a decrease in general capabilities when fine-tuned, particularly analysis ability in small sized models. To address these gaps, we introduce ICE-GRT, utilizing Reinforcement Learning from Human Feedback (RLHF) grounded in Proximal Policy Optimization (PPO), demonstrating remarkable ability in in-domain scenarios without compromising general task performance. Our exploration of ICE-GRT highlights its understanding and reasoning ability to not only generate robust answers but also to provide detailed analyses of the reasons behind the answer. This capability marks a significant progression beyond the scope of Supervised Fine-Tuning models. The success of ICE-GRT is dependent on several crucial factors, including Appropriate Data, Reward Size Scaling, KL-Control, Advantage Normalization, etc. The ICE-GRT model exhibits state-of-the-art performance in domain-specific tasks and across 12 general Language tasks against equivalent size and even larger size LLMs, highlighting the effectiveness of our approach. We provide a comprehensive analysis of the ICE-GRT, underscoring the significant advancements it brings to the field of LLM.",0.05,0.0,1.0,unsupported,,
p08,How does RLHF shape the behavior of instruction-tuned language models?,p08_c16,"Some sources indicate that ## Limitations and Challenges Despite its advantages, RLHF is not without challenges.",semanticscholar:60dc6b4e423497a87933437fa094508d1c600704,"Pre-trained Language Models (LMs) exhibit strong zero-shot and in-context learning capabilities; however, their behaviors are often difficult to control. By utilizing Reinforcement Learning from Human Feedback (RLHF), it is possible to fine-tune unsupervised LMs to follow instructions and produce outputs that reflect human preferences. Despite its benefits, RLHF has been shown to potentially harm a language model's reasoning capabilities and introduce artifacts such as hallucinations where the model may fabricate facts. To address this issue we introduce Direct Preference Heads (DPH), a fine-tuning framework that enables LMs to learn human preference signals through an auxiliary reward head without directly affecting the output distribution of the language modeling head. We perform a theoretical analysis of our objective function and find strong ties to Conservative Direct Preference Optimization (cDPO). Finally we evaluate our models on GLUE, RACE, and the GPT4All evaluation suite and demonstrate that our method produces models which achieve higher scores than those fine-tuned with Supervised Fine-Tuning (SFT) or Direct Preference Optimization (DPO) alone.",0.1,0.0,1.0,supported,,
p08,How does RLHF shape the behavior of instruction-tuned language models?,p08_c17,"The reliance on human feedback can lead to issues such as **sparsity of feedback**, where the model may not receive sufficient guidance on certain behaviors, potentially leading to incorrect generalizations .",semanticscholar:60dc6b4e423497a87933437fa094508d1c600704,"Pre-trained Language Models (LMs) exhibit strong zero-shot and in-context learning capabilities; however, their behaviors are often difficult to control. By utilizing Reinforcement Learning from Human Feedback (RLHF), it is possible to fine-tune unsupervised LMs to follow instructions and produce outputs that reflect human preferences. Despite its benefits, RLHF has been shown to potentially harm a language model's reasoning capabilities and introduce artifacts such as hallucinations where the model may fabricate facts. To address this issue we introduce Direct Preference Heads (DPH), a fine-tuning framework that enables LMs to learn human preference signals through an auxiliary reward head without directly affecting the output distribution of the language modeling head. We perform a theoretical analysis of our objective function and find strong ties to Conservative Direct Preference Optimization (cDPO). Finally we evaluate our models on GLUE, RACE, and the GPT4All evaluation suite and demonstrate that our method produces models which achieve higher scores than those fine-tuned with Supervised Fine-Tuning (SFT) or Direct Preference Optimization (DPO) alone.",0.1,0.0,1.0,unsupported,,
p08,How does RLHF shape the behavior of instruction-tuned language models?,p08_c18,"Additionally, the initial design choices in RLHF frameworks can impose limitations on the expressivity of the reward models, which may affect the overall performance of the language models .",arxiv:2404.08555v2,"State-of-the-art large language models (LLMs) have become indispensable tools for various tasks. However, training LLMs to serve as effective assistants for humans requires careful consideration. A promising approach is reinforcement learning from human feedback (RLHF), which leverages human feedback to update the model in accordance with human preferences and mitigate issues like toxicity and hallucinations. Yet, an understanding of RLHF for LLMs is largely entangled with initial design choices that popularized the method and current research focuses on augmenting those choices rather than fundamentally improving the framework. In this paper, we analyze RLHF through the lens of reinforcement learning principles to develop an understanding of its fundamentals, dedicating substantial focus to the core component of RLHF -- the reward model. Our study investigates modeling choices, caveats of function approximation, and their implications on RLHF training algorithms, highlighting the underlying assumptions made about the expressivity of reward. Our analysis improves the understanding of the role of reward models and methods for their training, concurrently revealing limitations of the current methodology. We characterize these limitations, including incorrect generalization, model misspecification, and the sparsity of feedback, along with their impact on the performance of a language model. The discussion and analysis are substantiated by a categorical review of current literature, serving as a reference for researchers and practitioners to understand the challenges of RLHF and build upon existing efforts.",0.85,0.0,1.0,supported,,
p08,How does RLHF shape the behavior of instruction-tuned language models?,p08_c19,"According to the retrieved evidence, As such, ongoing research is necessary to refine these methodologies and address the inherent limitations of RLHF in aligning language models with human values effectively.",arxiv:2404.08555v2,"State-of-the-art large language models (LLMs) have become indispensable tools for various tasks. However, training LLMs to serve as effective assistants for humans requires careful consideration. A promising approach is reinforcement learning from human feedback (RLHF), which leverages human feedback to update the model in accordance with human preferences and mitigate issues like toxicity and hallucinations. Yet, an understanding of RLHF for LLMs is largely entangled with initial design choices that popularized the method and current research focuses on augmenting those choices rather than fundamentally improving the framework. In this paper, we analyze RLHF through the lens of reinforcement learning principles to develop an understanding of its fundamentals, dedicating substantial focus to the core component of RLHF -- the reward model. Our study investigates modeling choices, caveats of function approximation, and their implications on RLHF training algorithms, highlighting the underlying assumptions made about the expressivity of reward. Our analysis improves the understanding of the role of reward models and methods for their training, concurrently revealing limitations of the current methodology. We characterize these limitations, including incorrect generalization, model misspecification, and the sparsity of feedback, along with their impact on the performance of a language model. The discussion and analysis are substantiated by a categorical review of current literature, serving as a reference for researchers and practitioners to understand the challenges of RLHF and build upon existing efforts.",0.15,0.0,1.0,supported,,
p09,What are the main failure modes of dense passage retrieval?,p09_c1,"Reportedly, ""Main failure modes of dense passage retrieval include significant accuracy loss when exposed to unseen passages or queries, particularly due to the mismatch in information available to the context and query encoders during training, and a substantial drop in performance when encountering noisy user-generated text, such as typos"" .",semanticscholar:f11b9b89a6bf298881586b889c259d3c85287f57,"The dual-encoder model is a dense retrieval architecture, consisting of two encoder models, that has surpassed traditional sparse retrieval methods for open-domain retrieval [1]. But, room exists for improvement, particularly when dense retrievers are exposed to unseen passages or queries. Considering out-of-domain queries, i.e., queries originating from domains other than the one the model was trained on, the loss in accuracy may be significant. A main factor for this is the mismatch in the information available to the context encoder and the query encoder during training. Common retireval training datasets contain an overwhelming majority of passages with one query from a passage. I hypothesize that this could lead the dual-encoder model, particularly the passage encoder, to overfit to a single potential query from a given passage to the detriment of out-of-domain performance. Based on this, I seek to answer the following research question: (RQ1.1) Does training a DPR model on data containing multiple queries per passage improve the generalizability of the model? To answer RQ1.1, I build generated datasets that have multiple queries for most passages, and compare dense passage retriever models trained on these datasets against models trained on (mostly) single query per passage datasets. I show that training on passages with multiple queries leads to models that generalize better to out-of-distribution and out-of-domain test datasets [2]. Language can be considered another domain in the context of a dense retrieval. Training a dense retrieval model is especially challenging in languages other than English due to the scarcity of training data. I propose a novel training technique, clustered training, aimed at improving the retrieval quality of dense retrievers, especially in out-of-distribution and zero-shot settings. I address the following research questions: (RQ2.1)Does clustered training improve the effectiveness of multilingual DPR models on in-distribution data? (RQ2.2) Does clustered training improve the effectiveness of multilingual DPR models on out-of-distribution data from languages that it is trained on? (RQ2.2 Does clustered training improve the effectiveness of multilingual DPR models on out-of-distribution data from languages that it is trained on? (RQ2.3) Does clustered training help multilingual DPR models to generalize to new languages (zero-shot)? I show that clustered training improves the out-of-distribution and zero-shot performance of a DPR model without a clear loss in in-distribution performance using the Mr. TyDi [3] dataset. Finally, I propose a modified dual-encoder architecture that can perform both retrieval and reranking with the same model in a single forward pass. While dual encoder models can surpass traditional sparse retrieval methods, they lag behind two stage retrieval pipelines in retrieval quality. I propose a modification to the dual encoder model where a second representation is used to rerank the passages retrieved using the first representation. Here, a second stage model is not required and both representations are generated in a single forward pass from the dual encoder. I aim to answer the following research questions in this work: (RQ3.1), Can the same model be trained to effectively generate two representations intended for two uses? RQ3.2 Can the retrieval quality of the model be improved by simultaneously performing retrieval and reranking? (RQ3.3 What is the tradeoff between retrieval quality vs. latency and compute resource efficiency for the proposed method vs. a two stage retriever? I expect that my proposed architecture would improve the dual encoder retrieval quality without sacrificing throughput or needing more computational resources.",0.15,0.0,1.0,supported,,
p09,What are the main failure modes of dense passage retrieval?,p09_c2,It is suggested that **Source**: Dense Passage Retrieval: Architectures and Augmentation Methods.,arxiv:2205.02303v1 | semanticscholar:f11b9b89a6bf298881586b889c259d3c85287f57,"Dense retrieval is becoming one of the standard approaches for document and passage ranking. The dual-encoder architecture is widely adopted for scoring question-passage pairs due to its efficiency and high performance. Typically, dense retrieval models are evaluated on clean and curated datasets. However, when deployed in real-life applications, these models encounter noisy user-generated text. That said, the performance of state-of-the-art dense retrievers can substantially deteriorate when exposed to noisy text. In this work, we study the robustness of dense retrievers against typos in the user question. We observe a significant drop in the performance of the dual-encoder model when encountering typos and explore ways to improve its robustness by combining data augmentation with contrastive learning. Our experiments on two large-scale passage ranking and open-domain question answering datasets show that our proposed approach outperforms competing approaches. Additionally, we perform a thorough analysis on robustness. Finally, we provide insights on how different typos affect the robustness of embeddings differently and how our method alleviates the effect of some typos but not of others. The dual-encoder model is a dense retrieval architecture, consisting of two encoder models, that has surpassed traditional sparse retrieval methods for open-domain retrieval [1]. But, room exists for improvement, particularly when dense retrievers are exposed to unseen passages or queries. Considering out-of-domain queries, i.e., queries originating from domains other than the one the model was trained on, the loss in accuracy may be significant. A main factor for this is the mismatch in the information available to the context encoder and the query encoder during training. Common retireval training datasets contain an overwhelming majority of passages with one query from a passage. I hypothesize that this could lead the dual-encoder model, particularly the passage encoder, to overfit to a single potential query from a given passage to the detriment of out-of-domain performance. Based on this, I seek to answer the following research question: (RQ1.1) Does training a DPR model on data containing multiple queries per passage improve the generalizability of the model? To answer RQ1.1, I build generated datasets that have multiple queries for most passages, and compare dense passage retriever models trained on these datasets against models trained on (mostly) single query per passage datasets. I show that training on passages with multiple queries leads to models that generalize better to out-of-distribution and out-of-domain test datasets [2]. Language can be considered another domain in the context of a dense retrieval. Training a dense retrieval model is especially challenging in languages other than English due to the scarcity of training data. I propose a novel training technique, clustered training, aimed at improving the retrieval quality of dense retrievers, especially in out-of-distribution and zero-shot settings. I address the following research questions: (RQ2.1)Does clustered training improve the effectiveness of multilingual DPR models on in-distribution data? (RQ2.2) Does clustered training improve the effectiveness of multilingual DPR models on out-of-distribution data from languages that it is trained on? (RQ2.2 Does clustered training improve the effectiveness of multilingual DPR models on out-of-distribution data from languages that it is trained on? (RQ2.3) Does clustered training help multilingual DPR models to generalize to new languages (zero-shot)? I show that clustered training improves the out-of-distribution and zero-shot performance of a DPR model without a clear loss in in-distribution performance using the Mr. TyDi [3] dataset. Finally, I propose a modified dual-encoder architecture that can perform both retrieval and reranking with the same model in a single forward pass. While dual encoder models can surpass traditional sparse retrieval methods, they lag behind two stage retrieval pipelines in retrieval quality. I propose a modification to the dual encoder model where a second representation is used to rerank the passages retrieved using the first representation. Here, a second stage model is not required and both representations are generated in a single forward pass from the dual encoder. I aim to answer the following research questions in this work: (RQ3.1), Can the same model be trained to effectively generate two representations intended for two uses? RQ3.2 Can the retrieval quality of the model be improved by simultaneously performing retrieval and reranking? (RQ3.3 What is the tradeoff between retrieval quality vs. latency and compute resource efficiency for the proposed method vs. a two stage retriever? I expect that my proposed architecture would improve the dual encoder retrieval quality without sacrificing throughput or needing more computational resources.",0.05,0.0,1.0,unsupported,,
p09,What are the main failure modes of dense passage retrieval?,p09_c3,"According to the retrieved evidence, **Source**: Analysing the Robustness of Dual Encoders for Dense Retrieval Against Misspellings.",arxiv:2205.02303v1,"Dense retrieval is becoming one of the standard approaches for document and passage ranking. The dual-encoder architecture is widely adopted for scoring question-passage pairs due to its efficiency and high performance. Typically, dense retrieval models are evaluated on clean and curated datasets. However, when deployed in real-life applications, these models encounter noisy user-generated text. That said, the performance of state-of-the-art dense retrievers can substantially deteriorate when exposed to noisy text. In this work, we study the robustness of dense retrievers against typos in the user question. We observe a significant drop in the performance of the dual-encoder model when encountering typos and explore ways to improve its robustness by combining data augmentation with contrastive learning. Our experiments on two large-scale passage ranking and open-domain question answering datasets show that our proposed approach outperforms competing approaches. Additionally, we perform a thorough analysis on robustness. Finally, we provide insights on how different typos affect the robustness of embeddings differently and how our method alleviates the effect of some typos but not of others.",0.1,0.0,1.0,unsupported,,
p10,How do dense and sparse retrieval methods compare in open-domain question answering?,p10_c1,"Reportedly, ## Comparison of Dense and Sparse Retrieval Methods in Open-Domain Question Answering Dense and sparse retrieval methods represent two distinct paradigms in the field of open-domain question answering (QA).",uploaded:idx1,"the solution. Instead MRS is focused on simul-
taneously maintaining the challenge of machine
comprehension, which requires the deep under-
standing of text, while keeping the realistic con-
straint of searching over a large open resource. In this paper, we show how multiple existing
QA datasets can be used to evaluate MRS by re-
quiring an open-domain system to perform well on
all of them at once. We develop DrQA, a strong
system for question answering from Wikipedia
composed of: (1) Document Retriever, a mod-
ule using bigram hashing and TF-IDF matching
designed to, given a question, efﬁciently return
a subset of relevant articles and (2) Document
Reader, a multi-layer recurrent neural network
machine comprehension model trained to detect
answer spans in those few returned documents. Figure 1 gives an illustration of DrQA. Our experiments show that Document Retriever
outperforms the built-in Wikipedia search engine
and that Document Reader reaches state-of-the-
art results on the very competitive SQuAD bench-
mark (Rajpurkar et al., 2016). Finally, our full sys-
tem is evaluated using multiple benchmarks. In
particular, we show that performance is improved
across all datasets through the use of multitask
learning and distant supervision compared to sin-
gle task training. 2 Related Work
Open-domain QA was originally deﬁned as ﬁnd-
ing answers in collections of unstructured docu-
ments, following the setting of the annual TREC
competitions1. With the development of KBs,
many recent innovations have occurred in the con-
text of QA from KBs with the creation of re-
sources like WebQuestions (Berant et al., 2013)
and SimpleQuestions (Bordes et al., 2015) based
on the Freebase KB (Bollacker et al., 2008), or on
automatically extracted KBs, e.g., OpenIE triples
and NELL (Fader et al., 2014). However, KBs
have inherent limitations (incompleteness, ﬁxed
schemas) that motivated researchers to return to
the original setting of answering from raw text. A second motivation to cast a fresh look at
this problem is that of machine comprehension of
text, i.e., answering questions after reading a short
text or story. That subﬁeld has made consider-
able progress recently thanks to new deep learning
architectures like attention-based and memory-
1http://trec.nist.gov/data/qamain.htmlaugmented neural networks (Bahdanau et al.,
2015; Weston et al., 2015; Graves et al., 2014) and
release of new training and evaluation datasets like
QuizBowl (Iyyer et al., 2014), CNN/Daily Mail
based on news articles (Hermann et al., 2015),
CBT based on children books (Hill et al., 2016), or
SQuAD (Rajpurkar et al., 2016) and WikiReading
(Hewlett et al., 2016), both based on Wikipedia. An objective of this paper is to test how such
new methods can perform in an open-domain QA
framework. QA using Wikipedia as a resource has been ex-
plored previously. Ryu et al. (2014) perform open-
domain QA using a Wikipedia-based knowledge
model. They combine article content with multi-
ple other answer matching modules based on dif-
ferent types of semi-structured knowledge such
as infoboxes, article structure, category structure,
and deﬁnitions. Similarly, Ahn et al. (2004) also
combine Wikipedia as a text resource with other
resources, in this case with information retrieval
over other documents. Buscaldi and Rosso (2006)
also mine knowledge from Wikipedia for QA. In-
stead of using it as a resource for seeking answers
to questions, they focus on validating answers re-
turned by their QA system, and use Wikipedia
categories for determining a set of patterns that
should ﬁt with the expected answer. In our work,
we consider the comprehension of text only, and
use Wikipedia text documents as the sole resource
in order to emphasize the task of machine reading
at scale, as described in the introduction.

There are a number of highly developed full
pipeline QA approaches using either the Web, as
does QuASE (Sun et al., 2015), or Wikipedia as a
resource, as do Microsoft’s AskMSR (Brill et al.,
2002), IBM’s DeepQA (Ferrucci et al., 2010) and
YodaQA (Baudi ˇs, 2015; Baudi ˇs and ˇSediv `y, 2015)
— the latter of which is open source and hence
reproducible for comparison purposes. AskMSR
is a search-engine based QA system that relies
on “data redundancy rather than sophisticated lin-
guistic analyses of either questions or candidate
answers”, i.e., it does not focus on machine com-
prehension, as we do. DeepQA is a very sophisti-
cated system that relies on both unstructured infor-
mation including text documents as well as struc-
tured data such as KBs, databases and ontologies
to generate candidate answers or vote over evi-
dence. YodaQA is an open source system mod-
eled after DeepQA, similarly combining websites,",0.05,0.0,1.0,unsupported,,
